1.0, 0.0, 0.0, 0.0, 0.0, 0.11695906432748537, 0.11695906432748537, 0.1871345029239766, 0.0935672514619883, 0.10526315789473684, 0.09941520467836257, 0.21637426900584794, 0.06432748538011696, 0.44736843680342037, 0.09649122754732768, 0.0877193013827006, 0.11403508981068929, 0.2894736925760905, 0.0, 0.0, 0.0, 0.0, 0.21637427392933103, 0.11695906851026747, 0.05847953425513373, 0.05847953425513373, 0.11695906851026747, 0.12280701928668553, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.09146341463414634, 0.11585365853658537, 0.23170731707317074, 0.06097560975609756, 0.10975609756097561, 0.11585365853658537, 0.20121951219512196, 0.07317073170731707, 0.438596506913503, 0.08771930014093716, 0.0877193013827006, 0.1491228093703588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.169590648677614, 0.06432748751507865, 0.05847953425513373, 0.05847953425513373, 0.05847953425513373, 0.09941520624690586, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.0948905109489051, 0.10218978102189781, 0.24817518248175183, 0.058394160583941604, 0.10948905109489052, 0.11678832116788321, 0.18248175182481752, 0.08759124087591241, 0.3771929939587911, 0.0877193013827006, 0.0877193013827006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13450292746225992, 0.05847953425513373, 0.05847953425513373, 0.05847953425513373, 0.05847953425513373, 0.0, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.1092896174863388, 0.06557377049180328, 0.23497267759562843, 0.11475409836065574, 0.07650273224043716, 0.08196721311475409, 0.2185792349726776, 0.09836065573770492, 0.4736842264731725, 0.0877193013827006, 0.0877193013827006, 0.09649123003085454, 0.3771929939587911, 0.0, 0.0, 0.0, 0.0, 0.19298246171739367, 0.11695906685458289, 0.11695906851026747, 0.11695906851026747, 0.0877193013827006, 0.11695906851026747, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.12, 0.07333333333333333, 0.22666666666666666, 0.08666666666666667, 0.12666666666666668, 0.08, 0.18666666666666668, 0.1, 0.39473684628804523, 0.10526315371195476, 0.0877193013827006, 0.1228070172170798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21052631404664782, 0.08187134232785967, 0.05847953425513373, 0.05847953425513373, 0.06432748751507865, 0.0, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.0718232044198895, 0.10497237569060773, 0.24861878453038674, 0.07734806629834254, 0.08287292817679558, 0.1270718232044199, 0.18232044198895028, 0.10497237569060773, 0.3947368562221527, 0.09649122754732768, 0.0877193013827006, 0.0877193013827006, 0.23684210951129595, 0.0, 0.0, 0.0, 0.0, 0.19298246171739367, 0.1111111111111111, 0.05847953425513373, 0.05847953425513373, 0.06432748751507865, 0.11695906851026747, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.10285714285714286, 0.06857142857142857, 0.2342857142857143, 0.10857142857142857, 0.09142857142857143, 0.09142857142857143, 0.18285714285714286, 0.12, 0.4298245708147685, 0.1228070209423701, 0.0877193013827006, 0.0877193013827006, 0.20175438870986304, 0.0, 0.0, 0.0, 0.0, 0.2046783682372835, 0.11695906851026747, 0.09356725215911865, 0.05847953425513373, 0.05847953425513373, 0.08771929807133144, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.10135135135135136, 0.10135135135135136, 0.23648648648648649, 0.06756756756756757, 0.10810810810810811, 0.12162162162162163, 0.16891891891891891, 0.0945945945945946, 0.3596491354207198, 0.0877193013827006, 0.0877193013827006, 0.11403508981068929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18128655602534613, 0.05847953425513373, 0.05847953425513373, 0.05847953425513373, 0.0760233932071262, 0.0, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.08648648648648649, 0.0918918918918919, 0.24864864864864866, 0.07027027027027027, 0.10810810810810811, 0.0972972972972973, 0.2, 0.0972972972972973, 0.44736843680342037, 0.0877193013827006, 0.0877193013827006, 0.0877193013827006, 0.25438597177465755, 0.0, 0.0, 0.0, 0.0, 0.22807018210490546, 0.11695906851026747, 0.06432748751507865, 0.05847953425513373, 0.05847953425513373, 0.11695906851026747, 0
1.0, 0.0, 0.0, 0.0, 0.0, 0.1125, 0.0625, 0.225, 0.1125, 0.10625, 0.0875, 0.1625, 0.13125, 0.3859649250904719, 0.19298245881994566, 0.0877193013827006, 0.0877193013827006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20467836989296806, 0.05847953425513373, 0.05847953425513373, 0.05847953425513373, 0.058479533427291445, 0.06432748503155178, 0
